store_id,week_start,weekly_sales,profit_margin_pct,weekly_profit,age_group,income_level,loyalty_level,state
MI_S001,2024-04-15,18258.02353318962,0.176621470924234,3224.75897260123,35-54,Middle,VIP,MI
TX_S001,2023-01-23,14811.575643425185,0.1804276457134577,2672.4177226499987,18-34,Low,None,TX
PA_S003,2023-11-13,23671.00158993322,0.16955594558079284,4013.559057425578,35-54,Middle,VIP,PA
MD_S001,2024-02-26,11954.626712746467,0.14413674378621347,1723.1009675549608,35-54,Low,Occasional,MD
NV_S003,2024-02-12,23793.0796085177,0.16638995118005254,3958.9293544843636,55+,Low,Occasional,NV
IN_S001,2024-09-16,17334.066191867634,0.1493928083610706,2589.5848287197946,55+,Middle,VIP,IN
PA_S003,2023-07-10,23503.53962857714,0.1206573487125465,2835.8747769443876,35-54,Middle,Regular,PA
IL_S002,2023-02-06,18333.863009519708,0.12811099063994527,2348.769352406618,<18,High,None,IL
AZ_S002,2023-12-18,21405.091256420095,0.17111168456697845,3662.661223195944,55+,High,None,AZ
AL_S002,2024-06-10,29724.306491932057,0.12282539461731472,3650.8996745975646,55+,High,None,AL
VA_S001,2024-11-18,32631.77709270124,0.12565339369571207,4100.293534019907,35-54,High,Regular,VA
OK_S002,2024-07-01,25652.738402699797,0.17260153379954077,4427.701994464366,55+,Low,Occasional,OK
PA_S005,2023-02-06,15189.07219342525,0.15401367188595316,2339.3247810502517,55+,High,VIP,PA
AL_S003,2024-04-22,29382.93830861599,0.16731579951563183,4916.229815224571,55+,High,Occasional,AL
NJ_S001,2024-02-19,21714.411688792392,0.11312946190340442,2456.5397099020784,55+,Middle,Occasional,NJ
MS_S002,2024-04-01,22750.74124836185,0.1664828852230729,3787.6090439908558,35-54,High,Occasional,MS
AL_S003,2024-07-08,37657.11100107952,0.13019915553267772,4902.924052140861,55+,Low,None,AL
PA_S006,2024-09-16,24346.018805785,0.11949348043356466,2909.190521804267,<18,Middle,Regular,PA
IL_S001,2023-05-01,28408.519769743536,0.13483965323399108,3830.5949546431984,<18,Low,VIP,IL
DE_S002,2023-12-04,26936.15378712538,0.1908619487078243,5141.086802504391,<18,Middle,None,DE
MO_S001,2023-08-07,26377.44435292294,0.13906637595153173,3668.2155930241893,18-34,High,VIP,MO
VA_S004,2024-09-23,9163.324056038537,0.21604172136863803,1979.6603025252157,18-34,Low,None,VA
VA_S003,2023-02-06,28836.190816421145,0.08813465685755559,2541.4677826842735,35-54,Low,None,VA
WI_S001,2023-07-24,26179.71075878633,0.10361166243055762,2712.5233536690066,35-54,Low,None,WI
MD_S001,2023-09-25,18185.5042792411,0.18972555711436673,3450.254930784718,35-54,High,Regular,MD
SC_S001,2024-04-08,13875.95047269965,0.197268136774672,2737.282895727089,18-34,Low,VIP,SC
AL_S003,2024-02-26,31152.418298751603,0.1240962828843482,3865.899313733424,35-54,High,Occasional,AL
MD_S003,2023-08-07,25082.27317542074,0.15206680850168564,3814.1812317536724,35-54,Low,None,MD
MD_S002,2023-10-02,16325.154652750676,0.17136569755509828,2797.571514763478,35-54,Middle,VIP,MD
MD_S004,2024-03-25,21952.204142362454,0.14311872937905737,3141.7715639245944,55+,Low,None,MD
IL_S002,2024-08-05,29321.22274895395,0.15449601274163333,4530.012003422658,<18,High,Occasional,IL
AL_S002,2023-02-13,24778.457542041215,0.1503279903972957,3724.895727439771,55+,High,Occasional,AL
IN_S002,2023-07-03,16162.573075058452,0.10555659061041626,1706.0661092948817,<18,High,None,IN
AL_S003,2023-03-13,29100.073216424982,0.13966016142113943,4064.120922772889,55+,High,None,AL
PA_S004,2023-08-21,8793.582072584182,0.15037095285409596,1322.2993152551796,35-54,Low,VIP,PA
AL_S001,2024-08-05,31746.143556057654,0.15309365502324168,4860.133149889397,55+,Low,Regular,AL
DE_S001,2023-08-21,14972.032602023042,0.09808481674142727,1468.5290740161047,55+,High,None,DE
PA_S006,2023-04-17,24600.134054038524,0.1726108169866203,4246.2492370479695,<18,High,VIP,PA
AR_S001,2023-10-16,41612.45239905565,0.15388480958688283,6403.524313871904,<18,Low,Regular,AR
VA_S001,2024-07-29,36189.47149579035,0.11833841335974798,4282.604637139655,35-54,High,Regular,VA
AZ_S001,2023-07-03,18292.44245542139,0.20397192702070957,3731.1447375477414,18-34,Middle,Regular,AZ
OK_S001,2024-04-29,20499.314915991923,0.1396024625514354,2861.7548428898435,<18,Low,Occasional,OK
PA_S003,2024-11-11,20077.70673171168,0.14155057853235206,2842.011003476688,55+,Low,VIP,PA
MD_S003,2024-09-16,20610.105762257816,0.1692512773557398,3488.286726699029,55+,Low,Regular,MD
PA_S004,2023-06-19,8363.01948821844,0.20652003412709571,1727.131070112439,<18,Low,VIP,PA
VA_S001,2023-07-03,36352.7107301457,0.17043118788133566,6195.635672445308,35-54,Low,None,VA
OK_S001,2023-06-05,22923.723135561304,0.1747832951008161,4006.683865612217,<18,Low,Occasional,OK
MS_S002,2023-09-04,18212.334371650115,0.11995134403528807,2184.593985899505,55+,Low,Occasional,MS
MS_S001,2023-05-15,26568.843957906513,0.15260879106111508,4054.639156307525,35-54,High,Regular,MS
MN_S001,2023-11-20,18702.18636596647,0.13403214821485274,2506.694214945016,55+,Low,Occasional,MN
IL_S001,2023-06-26,22874.877174135872,0.17112389544147827,3914.438089783485,18-34,Low,VIP,IL
NV_S003,2024-07-08,22357.544868658537,0.17390897386529774,3888.177686255759,35-54,High,None,NV
AZ_S002,2023-05-22,16211.112112467774,0.1989968854955982,3225.960820801055,55+,High,VIP,AZ
AZ_S002,2024-07-01,16868.355937326138,0.08524974249332606,1438.0229999428211,<18,High,VIP,AZ
MD_S004,2024-06-17,23516.290378196507,0.1310826551305104,3082.577781594073,55+,Middle,VIP,MD
NE_S001,2023-04-10,24698.621714371016,0.18900746832756124,4668.223961413396,35-54,High,Regular,NE
PA_S002,2024-08-26,26872.22109006404,0.10795410459202444,2900.966566176778,55+,Middle,Occasional,PA
UT_S001,2023-02-13,9977.412214721686,0.17416953098681015,1737.7612059001467,35-54,Low,Regular,UT
IN_S002,2024-02-19,8304.930549666,0.18402001502444248,1528.2734445264887,18-34,High,Regular,IN
FL_S001,2024-03-04,18164.869489343266,0.14914980463900618,2709.286735628592,<18,High,None,FL
MD_S002,2023-09-11,15031.739296333943,0.10735605938530424,1613.748296561638,35-54,Middle,VIP,MD
MI_S001,2023-08-28,32822.60949872337,0.14635440965399285,4803.733636489196,35-54,Low,VIP,MI
GA_S001,2023-04-17,11987.40781881703,0.1937604401237617,2322.68541491701,55+,Low,Occasional,GA
NV_S003,2023-07-31,26409.02486688155,0.19617052125766246,5180.672174042724,55+,Middle,None,NV
AL_S003,2024-12-30,34372.63730342379,0.1562364113033307,5370.257499317928,35-54,High,VIP,AL
VA_S004,2023-04-03,16771.05891439455,0.12068286933855717,2023.979511635122,55+,High,None,VA
IN_S002,2024-03-11,9447.765036318817,0.20215191582148231,1909.8838023230653,35-54,Middle,Regular,IN
VA_S003,2023-11-06,21465.497538601983,0.17462768637329126,3748.4701720176427,<18,Low,None,VA
PA_S001,2023-02-27,21358.600576076497,0.12265470093969384,2619.7327661490353,55+,High,Regular,PA
OK_S001,2024-10-21,20977.910667439653,0.16027556913421523,3362.2465714706154,18-34,High,Occasional,OK
MD_S001,2024-09-02,16736.237186438102,0.15890245442934472,2659.429166836685,35-54,Middle,Occasional,MD
MD_S003,2023-01-30,26098.096091537875,0.1308961469535133,3416.1402212048524,18-34,Low,Regular,MD
GA_S001,2023-05-29,12214.055963234898,0.1604432044414413,1959.662277968502,55+,High,Occasional,GA
GA_S001,2023-06-05,16527.028148489662,0.18318560514371643,3027.5136526083143,<18,High,Occasional,GA
VA_S002,2023-01-09,32806.90402013233,0.1411125240370728,4629.465032122864,35-54,High,Occasional,VA
VA_S004,2024-12-30,12673.873895478011,0.18624807274764163,2360.484587279425,18-34,High,None,VA
NV_S001,2023-12-11,23366.109806340843,0.09733936292039506,2274.4422424772133,18-34,Middle,Regular,NV
AZ_S002,2024-01-15,17744.67270161584,0.21654800979362598,3842.5735579741945,55+,Middle,Occasional,AZ
MD_S001,2023-04-24,15815.703121952338,0.15172053809939046,2399.566988082818,18-34,High,Occasional,MD
MS_S004,2024-01-22,22035.342718910993,0.18219062984410866,4014.632968789188,35-54,High,None,MS
VA_S001,2023-05-01,25990.524935721707,0.15655834459604115,4069.033559118719,55+,High,Regular,VA
MS_S002,2023-09-11,16653.605331789226,0.12529432149429068,2086.6021804802326,55+,High,Occasional,MS
MD_S002,2024-08-26,14837.95207406952,0.14890870129021486,2209.5001731561424,55+,Middle,VIP,MD
AL_S004,2023-03-20,22773.450279490473,0.09271586946296229,2111.460243334501,<18,Middle,Occasional,AL
MD_S003,2024-02-19,26080.847370989784,0.17065160792138429,4450.738539811615,18-34,Low,Regular,MD
MN_S001,2024-06-17,30273.71189101326,0.15581293735934462,4717.035974509296,18-34,Middle,Regular,MN
UT_S002,2024-03-04,15527.775676349034,0.14425328524595266,2239.9326538755427,<18,Middle,Occasional,UT
IL_S003,2023-05-08,16465.631502467353,0.1725809871322691,2841.654938452003,35-54,High,None,IL
NC_S001,2023-10-09,26037.300476592365,0.15112569784779578,3934.905204597767,<18,Middle,Regular,NC
IL_S001,2023-02-20,22894.238469246066,0.16820489616847722,3850.9230045758914,18-34,Low,VIP,IL
IL_S002,2023-09-25,22362.329101751,0.1788694973664043,3999.9385663723165,<18,Low,VIP,IL
NJ_S002,2023-10-16,13528.243312059225,0.13352315581513804,1806.333739661183,55+,High,None,NJ
KY_S001,2024-12-09,26682.379497652604,0.12493769152824526,3333.6348989172966,<18,Low,Occasional,KY
AL_S004,2023-08-21,32600.39067996979,0.0983231977574259,3205.374659796014,<18,Low,Occasional,AL
NV_S001,2024-12-30,20797.790634802815,0.15367682396483576,3196.138410242102,55+,Middle,Regular,NV
KY_S001,2023-12-25,18206.26523369343,0.16356291865352063,2977.8698794030192,18-34,High,Regular,KY
PA_S004,2023-06-26,5410.135389219753,0.1102915380453288,596.6921531105102,18-34,High,VIP,PA
NC_S001,2023-02-13,22346.283681521443,0.1926113954408505,4304.148882814951,18-34,Low,Regular,NC
WI_S001,2024-03-25,22896.998366738786,0.12532993585941826,2869.679336676577,<18,Middle,None,WI
DE_S001,2023-08-07,13517.02950884684,0.08689499724823498,1174.562241975557,55+,Low,Occasional,DE
PA_S001,2023-09-18,24972.20820575279,0.1948446869967698,4865.702091468069,18-34,Low,None,PA
NV_S002,2024-04-22,2327.698905391945,0.0908095500004548,211.37729013519376,18-34,Low,Regular,NV
NJ_S002,2023-09-25,11188.446262288453,0.17892536320150274,2001.8968111404572,18-34,High,Occasional,NJ
MO_S001,2023-04-03,19536.910804377618,0.17163358562627556,3353.190053416054,35-54,Low,Occasional,MO
TN_S001,2024-03-11,15616.306626944617,0.1595866230365963,2492.1536388981112,<18,Low,None,TN
MN_S001,2023-05-29,21466.844219548108,0.1343167515535031,2883.3567816747973,<18,Low,Regular,MN
NV_S003,2023-04-03,17424.860109029385,0.1650839188357673,2876.5641919636064,18-34,Middle,None,NV
NE_S001,2023-01-30,30790.458176993314,0.18145454621113652,5587.0686161393,18-34,High,Regular,NE
AL_S001,2024-08-19,40299.57365495556,0.12042568510573581,4853.103766867085,18-34,High,VIP,AL
OK_S001,2024-07-22,18298.56633167613,0.1792912101893845,3280.7721023369395,35-54,Low,Occasional,OK
LA_S002,2024-10-07,18723.405929722445,0.1779262353581173,3331.385130157365,35-54,Low,None,LA
IL_S003,2024-03-18,11417.967910594603,0.15879153272764665,1813.0766251584023,<18,Low,None,IL
MS_S004,2023-04-17,25668.578369687086,0.13386075365756664,3436.0152458846264,<18,High,None,MS
MD_S004,2024-08-12,22227.7612666497,0.17806372094546327,3957.9578794270897,18-34,Low,Regular,MD
NV_S002,2023-04-24,5112.450740643233,0.16524938868487568,844.8293595728342,<18,Low,VIP,NV
AR_S001,2024-06-03,46337.17754185193,0.11952121010416297,5538.275532613587,<18,High,Occasional,AR
PA_S001,2023-10-23,22681.471641363132,0.13897932573695257,3152.255635438459,<18,Low,None,PA
MS_S003,2023-02-06,14692.547085254919,0.174571648152621,2564.902160232939,55+,Low,None,MS
VA_S001,2024-09-02,25026.785992152352,0.15343741851302534,3840.0454363138006,35-54,Middle,VIP,VA
TX_S001,2023-07-31,13754.755409722302,0.18257948683335976,2511.3361842254767,18-34,Middle,Occasional,TX
OK_S001,2023-05-01,15630.66880970646,0.1397505991305481,2184.395330967649,<18,Low,Occasional,OK
IN_S001,2023-03-13,17262.905571489544,0.120003141232557,2071.602895379755,55+,High,Occasional,IN
VA_S002,2023-02-13,26721.458605928306,0.21580807846830213,5766.706635615663,35-54,Low,Regular,VA
GA_S001,2024-03-25,15605.590981707714,0.09957314751760528,1553.8978129209927,55+,Middle,Occasional,GA
UT_S002,2023-05-22,14817.963020697825,0.13500481207795006,2000.496312987323,55+,High,Occasional,UT
MD_S002,2024-12-09,19076.5489372373,0.15839244002099953,3021.5811333490215,35-54,High,VIP,MD
AZ_S001,2024-10-14,10910.399604806593,0.17958251674433134,1959.3170197175261,<18,Middle,Regular,AZ
MD_S004,2024-07-29,23307.80063942567,0.16939348105626784,3948.1894860778198,55+,Middle,None,MD
NV_S002,2024-05-06,7491.603505534721,0.21933777014828637,1643.191607739071,55+,Low,Occasional,NV
NV_S002,2024-02-12,4254.705218264062,0.14647204642025605,623.1953802340793,18-34,Low,Regular,NV
NV_S001,2024-08-05,20239.163040626336,0.12381050215948418,2505.8209393476195,55+,High,None,NV
TX_S001,2024-02-05,10765.29520249947,0.14340911927350652,1543.841503709754,35-54,High,VIP,TX
UT_S001,2023-06-19,18333.82837856321,0.14040070411946926,2574.082413555782,35-54,Middle,None,UT
IN_S002,2023-12-04,14266.184872324742,0.14795114558129582,2110.6983949349983,18-34,Middle,None,IN
MN_S001,2024-12-09,21883.680204715147,0.1205253563130216,2637.5383541135106,55+,Middle,Occasional,MN
PA_S004,2023-08-14,7769.73279737265,0.1735216811475107,1348.2170970670534,<18,High,Regular,PA
GA_S001,2024-10-07,13372.622288804852,0.16112490628008627,2154.6625130026746,55+,High,Occasional,GA
DE_S001,2023-07-24,13254.452829869,0.11208357512777667,1485.606459534194,<18,Low,None,DE
MS_S001,2023-12-04,34139.06862252726,0.17904075227611752,6112.28452818328,35-54,High,Regular,MS
MI_S002,2023-03-20,26759.70953508152,0.12565555389046484,3362.506123578622,18-34,High,VIP,MI
MD_S004,2023-11-06,20283.141207790748,0.11451553493087133,2322.734765488557,18-34,Low,Regular,MD
UT_S002,2023-12-11,20241.301755079712,0.15261986111764947,3089.2246627007003,18-34,Middle,None,UT
AL_S004,2023-10-16,23214.596808956412,0.0972646965180207,2257.960713411357,<18,Low,VIP,AL
FL_S001,2023-02-20,18884.03703192972,0.16768509149631744,3166.571477518982,35-54,High,None,FL
IL_S001,2024-06-10,21437.827007424847,0.06483479007650421,1389.9170137228023,18-34,Low,Regular,IL
IL_S001,2024-12-09,20923.573622817246,0.11911911930034086,2492.397662565833,<18,Middle,Regular,IL
TN_S001,2024-09-16,13796.356419271082,0.19725411963263734,2721.388139621402,<18,High,Occasional,TN
OH_S001,2024-09-30,15064.584235640836,0.12940022372480045,1949.3605704130262,18-34,High,VIP,OH
VA_S004,2023-03-20,14045.513082950249,0.13465244384381106,1891.2626616594719,55+,High,None,VA
MI_S001,2023-01-02,24537.423002834123,0.18820995162391313,4618.187196338903,35-54,Middle,VIP,MI
AZ_S001,2024-01-15,14479.580098192619,0.12621409184783045,1827.527052431301,<18,Low,None,AZ
MD_S003,2023-09-18,20948.634126951387,0.17290314544168428,3622.0847332569065,<18,Low,Regular,MD
NV_S001,2024-08-12,25443.821087509055,0.18522564495177962,4712.848170971555,18-34,High,Regular,NV
LA_S001,2023-03-20,22751.00812826638,0.1643559094244971,3739.2626312453467,<18,Middle,Occasional,LA
DE_S001,2023-06-05,13719.090771978572,0.10665308031107221,1463.1832898987202,55+,Low,None,DE
UT_S001,2023-12-25,15492.430418092938,0.1318804242235237,2043.148295791519,55+,Low,Regular,UT
VA_S001,2023-02-06,23530.10542258008,0.2314085933258699,5445.06859664868,35-54,High,Regular,VA
MS_S001,2024-05-06,32919.50359654511,0.1352842904240528,4453.491685170659,35-54,High,Regular,MS
MS_S001,2024-04-22,22898.91737477846,0.23958988126729283,5486.34889497272,35-54,High,Regular,MS
OH_S003,2024-10-21,27168.27826526372,0.2012689215608968,5468.130067115982,55+,Middle,None,OH
MD_S002,2024-05-13,15676.162391804859,0.16557208618116662,2595.534910525877,35-54,Middle,VIP,MD
NV_S002,2023-01-23,2889.3236777203383,0.15891702817492548,459.1627322987623,18-34,Low,Regular,NV
DE_S003,2024-04-08,21074.336430347073,0.13605529934618696,2867.275151553124,18-34,High,Occasional,DE
KS_S001,2024-05-13,21884.017974921382,0.14733262227289612,3224.229754112361,55+,High,VIP,KS
UT_S002,2024-09-16,14147.178476472804,0.1293382753042718,1829.771664568708,<18,High,None,UT
IL_S002,2023-09-04,22015.704924049307,0.1480912078854119,3260.3323346512725,<18,High,None,IL
OH_S003,2024-09-30,26313.488408585697,0.10913415325852041,2871.700276748892,18-34,Low,None,OH
NV_S002,2023-11-13,1953.6877891445233,0.10752686960832528,210.07393215872045,18-34,Low,None,NV
UT_S001,2023-09-18,13027.754499343628,0.18903046987964128,2462.642554487537,35-54,Low,Occasional,UT
PA_S003,2024-04-08,20607.056521782153,0.1016307079206175,2094.309742468898,18-34,Low,VIP,PA
UT_S002,2024-12-02,14642.807130920744,0.17658414460482394,2585.6875718270558,<18,High,Occasional,UT
SC_S001,2024-09-30,22692.061603570695,0.09316853412222276,2114.186115815857,18-34,Middle,VIP,SC
MS_S002,2024-08-19,25618.579830646075,0.16888912809076767,4326.699610521542,55+,Low,Occasional,MS
OH_S001,2024-01-29,10433.237544252504,0.1437724696457088,1500.0123281375127,55+,High,VIP,OH
NV_S003,2023-12-04,24523.727937596526,0.1896394860841021,4650.6671629521425,<18,High,VIP,NV
OH_S001,2024-05-27,13324.730768774187,0.14004016623359772,1865.9975118770715,18-34,High,Regular,OH
VA_S003,2024-12-16,29983.275906473205,0.08971379834485599,2689.9135683915165,18-34,Low,Regular,VA
NE_S001,2023-01-23,29400.26240289329,0.14435891142339993,4244.189876043988,18-34,High,VIP,NE
IL_S001,2023-08-14,23350.705421204224,0.15478981696643776,3614.451418185408,<18,Low,VIP,IL
VA_S002,2023-01-16,36416.48605443091,0.1460406707390463,5318.288049348216,35-54,Low,Occasional,VA
GA_S001,2024-01-29,17022.25785762195,0.1672532346296931,2847.027687387981,18-34,High,Occasional,GA
WI_S002,2023-08-21,26007.972762909572,0.1330683570388283,3460.8382054709728,55+,Low,VIP,WI
GA_S001,2024-05-27,13558.25862352088,0.11209790512363181,1519.8523888211064,55+,Low,Occasional,GA
TX_S001,2024-05-20,10535.655786105941,0.12001053347057328,1264.3896713529061,55+,Middle,VIP,TX
VA_S002,2023-10-09,25955.254539199108,0.13452697966411387,3491.6819995717374,35-54,Low,Occasional,VA
MI_S002,2024-02-05,28133.4046317599,0.13426954151254938,3777.459341093435,35-54,High,None,MI
LA_S001,2024-11-04,14623.127747245195,0.22218367074009812,3249.0202005843194,55+,Middle,VIP,LA
OH_S003,2023-12-11,30612.528034638177,0.1876531624974925,5744.537697743002,18-34,Middle,None,OH
MS_S003,2023-04-24,17760.106173408283,0.17060127613045695,3029.8967773958598,35-54,High,None,MS
VA_S001,2024-04-22,25251.955090719883,0.16338037532185612,4125.67390033247,<18,High,VIP,VA
NV_S003,2023-03-13,20691.51890266884,0.1589931670680641,3289.810121784033,35-54,Middle,None,NV
KY_S001,2023-05-01,28085.341817618788,0.15915001635629186,4469.782609646078,55+,High,Occasional,KY
LA_S001,2023-10-30,18391.48372558338,0.15489858159240397,2848.814742472647,<18,Middle,Occasional,LA
IL_S003,2023-05-01,15599.810958566075,0.15120357247309735,2358.7471468401636,35-54,Low,None,IL
MS_S003,2024-09-30,13804.418123994894,0.08724407716347397,1204.3537200066692,55+,Low,None,MS
UT_S001,2024-05-06,14538.429453943601,0.13892618180782518,2019.7684935188092,55+,Middle,None,UT
AR_S001,2024-05-06,39211.9621619217,0.14279097584555256,5599.114341919682,18-34,Middle,Occasional,AR
MD_S003,2024-09-30,23242.430838979737,0.12753080708189862,2964.125963440296,55+,Low,Regular,MD
DE_S002,2024-03-04,20818.07749680554,0.13331709191313593,2775.405551096411,18-34,Middle,Occasional,DE
PA_S003,2023-10-09,16921.26630267129,0.15902247051542387,2690.861571700181,18-34,Low,Occasional,PA
MS_S002,2024-09-09,23651.824570935532,0.1730277023084988,4092.4208609126704,55+,Low,Occasional,MS
PA_S006,2024-02-26,28280.827275015552,0.15897709385755324,4496.003732069399,<18,Middle,VIP,PA
MS_S001,2023-01-30,34122.513620808735,0.17227332715940868,5878.398952498962,<18,Middle,None,MS
MS_S003,2023-08-28,19755.98626789914,0.17280324092444072,3413.8984547517175,55+,High,VIP,MS
IN_S002,2024-01-01,9763.226049944555,0.14100883219416438,1376.701103750326,18-34,Middle,VIP,IN
AL_S001,2023-06-26,35219.3269153396,0.1657592238750645,5837.928294888862,35-54,Low,Regular,AL
MS_S001,2024-11-25,30217.058853542156,0.0976088256112896,2949.4516281214705,35-54,High,None,MS
DE_S003,2024-03-18,21139.388684917692,0.13847024319423684,2927.1762921780514,18-34,High,None,DE
PA_S002,2023-08-21,19878.424430708692,0.13494445231601102,2682.4830977071974,18-34,Middle,Occasional,PA
KS_S001,2024-07-29,18724.254722572645,0.19593980406942696,3668.8268016869265,<18,High,VIP,KS
MD_S004,2024-06-03,22506.69207708702,0.1601126187820104,3603.605408582728,35-54,Middle,VIP,MD
TN_S001,2024-06-24,16495.382471859415,0.10996637756541251,1813.93745698638,<18,High,None,TN
NJ_S002,2024-04-15,13327.189089713116,0.16783751414326673,2236.802287334715,<18,Low,Regular,NJ
AR_S001,2023-04-03,37219.12487604854,0.17729350035303487,6598.708929351361,18-34,High,Occasional,AR
OK_S002,2024-12-16,17577.401820181163,0.147310082353811,2589.3285096969144,<18,High,Occasional,OK
MS_S004,2023-07-31,26714.161055743818,0.1707076778736841,4560.312400169632,55+,Low,Occasional,MS
OK_S001,2024-05-13,17817.000778596423,0.07512877848652605,1338.5695047894328,18-34,Low,Occasional,OK
UT_S001,2024-02-05,12856.62193078848,0.069020329517031,887.3682821389083,55+,Low,Occasional,UT
PA_S001,2023-09-25,23263.549285429406,0.11463992291107433,2666.9314967196055,<18,High,None,PA
PA_S002,2024-09-16,13296.388861849944,0.15447119101874993,2053.9090237384016,18-34,Low,None,PA
TN_S001,2024-08-26,18985.55493848678,0.1959649130882564,3720.502623452879,<18,Low,Occasional,TN
GA_S001,2024-04-08,21630.0225644634,0.11620716933351732,2513.563694836399,55+,High,Occasional,GA
VA_S001,2023-02-20,26055.11308819543,0.12438967775136188,3240.9871208159207,35-54,Middle,Regular,VA
MS_S002,2024-12-23,26727.671387532697,0.15265819172174244,4080.1979829536963,35-54,Low,Occasional,MS
VA_S002,2024-01-22,35200.7996205533,0.13523043615062894,4760.219485538316,35-54,Low,Regular,VA
DE_S003,2024-01-01,31880.81239920965,0.13352427692109528,4256.8624232615575,18-34,High,Occasional,DE
NE_S001,2023-11-06,27036.690713175813,0.13735575487706123,3713.6450622858947,<18,High,Regular,NE
MD_S002,2023-06-05,23502.079274327596,0.1894436547455705,4452.319791848746,35-54,Middle,VIP,MD
PA_S003,2024-06-17,28666.502819788548,0.18348402866214364,5259.8454250295035,35-54,Low,VIP,PA
VA_S003,2023-08-07,37292.073327090446,0.15070407966877847,5620.067589699767,18-34,Middle,None,VA
GA_S001,2024-11-11,12050.855417425699,0.1996344082175893,2405.7653897735095,18-34,High,Occasional,GA
AL_S002,2024-09-16,18660.476424408662,0.16527085062203925,3084.032811674529,<18,Low,VIP,AL
AZ_S001,2024-09-23,9237.798332567492,0.18461682403615473,1705.4529892450962,18-34,Middle,None,AZ
AZ_S002,2023-04-03,16093.362896364448,0.12418360282354113,1998.531786017236,55+,High,Occasional,AZ
WI_S002,2023-05-08,18489.950747311377,0.13038968838755827,2410.8989162432304,35-54,Low,Occasional,WI
NV_S002,2023-08-07,1764.8079233099834,0.13006853125512094,229.54597453232964,<18,Low,Occasional,NV
NJ_S001,2023-11-20,20493.7215234441,0.147398332525755,3020.7403798028354,18-34,Middle,Occasional,NJ
OH_S001,2023-08-07,14843.527656198585,0.15179739711273785,2253.2088621818834,18-34,High,Regular,OH
AL_S004,2023-04-17,19669.658377899286,0.15972531925790986,3141.742464103985,<18,Low,Occasional,AL
MO_S001,2023-01-16,22705.59214856744,0.20919314604245715,4749.854254315737,18-34,Middle,VIP,MO
TX_S001,2023-04-03,3906.2543002874936,0.17163834387747143,670.4630188655964,55+,High,VIP,TX
PA_S003,2023-01-16,25213.59957891889,0.1345562490150103,3392.6473835057686,55+,Middle,None,PA
MS_S004,2023-11-13,28215.206034493807,0.1499017686283253,4229.509286783218,<18,Low,None,MS
PA_S005,2023-06-05,17710.39704759945,0.19514826567345614,3456.153268227331,18-34,High,VIP,PA
AR_S001,2024-03-18,33072.53149580509,0.17345639527812365,5736.642095984561,<18,Low,Occasional,AR
MS_S002,2023-02-06,22552.215408029173,0.19475346490272177,4392.12209194623,55+,High,Occasional,MS
MS_S003,2024-07-29,17769.653393914035,0.1355195020905795,2408.1345802654064,55+,Middle,None,MS
AZ_S002,2024-09-16,13276.739682544883,0.12865015384271083,1708.054602689023,18-34,High,None,AZ
NE_S001,2024-09-02,25821.69113506313,0.1290886589592173,3333.2874806844093,<18,High,Regular,NE
MI_S002,2024-03-25,26239.685436509077,0.13794040526591594,3619.5128431622147,18-34,Low,None,MI
NJ_S001,2024-05-27,14695.818144190405,0.1181015097068852,1735.5983092067227,18-34,Middle,VIP,NJ
MS_S003,2023-11-20,16586.54980278129,0.1588557918512526,2634.8695030010595,<18,Low,None,MS
TX_S001,2024-11-04,11706.100579618367,0.15937161730234933,1865.6201816777482,35-54,High,VIP,TX
AL_S001,2023-08-14,34802.0875951874,0.19016333911263186,6618.081185191139,18-34,Low,VIP,AL
AZ_S002,2023-08-28,25729.365001008966,0.09719212498259973,2500.6916589009907,55+,High,Occasional,AZ
IL_S003,2023-11-27,23436.250963184473,0.12167617330612739,2851.6333338423287,<18,High,Regular,IL
PA_S006,2024-05-13,29716.47029966088,0.1741674142359218,5175.6407923105035,<18,High,VIP,PA
IN_S002,2024-07-08,13114.827072129534,0.155504193561347,2039.410607548025,<18,Middle,Occasional,IN
NE_S001,2023-01-16,34421.98815577353,0.1513440736916382,5209.563912060085,18-34,High,Regular,NE
NJ_S001,2024-03-11,19121.958849706436,0.18791561519730363,3593.3146610201093,55+,Low,Occasional,NJ
NJ_S002,2024-09-02,18600.424761574057,0.11970137391971519,2226.4963994507057,<18,High,Regular,NJ
VA_S003,2023-10-09,27751.452695328415,0.12813811822037932,3556.0189262612566,55+,Middle,None,VA
LA_S001,2023-06-26,20635.17296776162,0.12460464466669166,2571.238395283658,55+,Middle,Occasional,LA
NJ_S002,2024-11-11,13997.034605529503,0.0896127586831993,1254.312884385705,55+,High,Regular,NJ
UT_S002,2023-11-13,13191.349003412193,0.15398452600248796,2031.2636236238186,<18,Middle,Regular,UT
IL_S001,2024-08-26,25436.21276312146,0.1343144223889114,3416.4502250401147,<18,Low,Regular,IL
MD_S001,2023-11-06,13851.352195351681,0.12801297574524667,1773.1528126224239,35-54,High,Regular,MD
TX_S001,2024-07-08,13698.823236362936,0.12259724621048092,1679.4380051022438,55+,High,VIP,TX
AL_S002,2023-04-03,30024.92758415819,0.14946759922744818,4487.753842982111,18-34,High,Occasional,AL
MO_S001,2024-05-20,15778.602122337097,0.12604381456323716,1988.7951999749573,18-34,Middle,Occasional,MO
