sale_date,location,age,gender,household_income,flavor,units_sold,unit_price_usd,revenue_usd,profit_margin_pct,profit_usd,month,season_mult,price_adj_loc
2025-05-18,Spain,33,Male,23700.0,Salted Caramel,5,3.4,18.7,14.17,2.65,5,1.1,0.05
2025-04-12,Italy,34,Male,52700.0,Mint,6,3.86,23.16,14.26,3.3,4,1.0,0.05
2025-07-18,Brazil,48,Female,15700.0,Salted Caramel,1,3.25,3.9,13.93,0.54,7,1.2,-0.1
2025-09-19,USA,18,Female,35500.0,Hazelnut,1,3.74,3.74,16.28,0.61,9,1.0,0.3
2025-08-26,Spain,18,Male,32000.0,Chocolate,1,3.67,4.4,13.36,0.59,8,1.2,0.05
2026-02-04,UK,44,Female,60900.0,Salted Caramel,1,3.55,3.2,13.91,0.45,2,0.9,0.2
2025-09-17,France,52,Male,40800.0,Cookies & Cream,1,3.23,3.23,12.99,0.42,9,1.0,0.15
2025-09-22,UK,18,Male,47500.0,Vanilla,1,4.09,4.09,14.14,0.58,9,1.0,0.2
2025-12-24,Canada,53,Prefer not to say,27900.0,Vanilla,1,4.14,3.73,14.29,0.53,12,0.9,0.25
2025-06-09,Italy,38,Male,19600.0,Berry,1,3.83,4.6,14.1,0.65,6,1.2,0.05
2025-11-19,USA,53,Female,30900.0,Hazelnut,1,3.74,3.37,16.13,0.54,11,0.9,0.3
2025-03-06,Spain,37,Male,53600.0,Vanilla,1,3.94,3.94,14.14,0.56,3,1.0,0.05
2026-02-22,Netherlands,18,Female,53500.0,Chocolate,1,3.72,3.35,13.19,0.44,2,0.9,0.1
2025-04-03,UK,35,Female,29300.0,Salted Caramel,1,3.55,3.55,14.03,0.5,4,1.0,0.2
2025-04-14,France,52,Male,23600.0,Coffee,1,3.8,3.8,12.33,0.47,4,1.0,0.15
2025-12-05,UK,25,Male,21400.0,Salted Caramel,3,3.55,9.58,14.14,1.35,12,0.9,0.2
2025-07-22,Italy,32,Male,33900.0,Cookies & Cream,2,3.13,7.51,12.99,0.98,7,1.2,0.05
2025-12-10,Germany,35,Female,38900.0,Mint,6,3.91,21.11,14.24,3.01,12,0.9,0.1
2025-12-22,Italy,18,Male,75900.0,Coffee,5,3.7,16.65,12.3,2.05,12,0.9,0.05
2025-08-24,Italy,61,Female,38600.0,Stracciatella,1,3.67,4.4,15.21,0.67,8,1.2,0.05
2025-08-23,Australia,25,Male,49400.0,Cookies & Cream,4,3.33,15.98,13.06,2.09,8,1.2,0.25
2025-07-18,UK,45,Male,24600.0,Salted Caramel,1,3.55,4.26,13.93,0.59,7,1.2,0.2
2025-06-22,France,36,Female,37100.0,Berry,1,3.93,4.72,14.1,0.67,6,1.2,0.15
2026-01-03,France,55,Female,39000.0,Mint,3,3.96,10.69,14.29,1.53,1,0.9,0.15
2025-06-06,Italy,43,Female,33900.0,Chocolate,1,3.67,4.4,13.36,0.59,6,1.2,0.05
2025-10-17,UK,34,Male,35900.0,Pistachio,1,4.08,3.67,12.89,0.47,10,0.9,0.2
2025-09-21,USA,25,Male,38700.0,Chocolate,1,3.92,3.92,13.26,0.52,9,1.0,0.3
2025-12-18,USA,49,Male,46200.0,Mint,1,4.11,3.7,14.29,0.53,12,0.9,0.3
2025-03-01,Germany,18,Female,65200.0,Chocolate,1,3.72,3.72,13.26,0.49,3,1.0,0.1
2025-07-10,Italy,47,Male,11700.0,Cookies & Cream,2,3.13,7.51,12.99,0.98,7,1.2,0.05
2025-05-27,Spain,22,Female,63400.0,Coffee,1,3.7,4.07,12.44,0.51,5,1.1,0.05
2025-09-23,Italy,55,Male,15400.0,Vanilla,3,3.94,11.82,14.22,1.68,9,1.0,0.05
2025-11-13,Germany,40,Female,42400.0,Hazelnut,4,3.54,12.74,16.32,2.08,11,0.9,0.1
2025-04-22,Germany,47,Male,117900.0,Berry,1,3.88,3.88,14.02,0.54,4,1.0,0.1
2025-12-10,Germany,39,Male,35600.0,Pistachio,1,3.98,3.58,12.89,0.46,12,0.9,0.1
2025-04-05,France,18,Female,39700.0,Cookies & Cream,2,3.23,6.46,12.99,0.84,4,1.0,0.15
2025-11-11,USA,25,Male,31100.0,Stracciatella,2,3.92,7.06,15.34,1.08,11,0.9,0.3
2025-07-27,Italy,47,Male,50700.0,Pistachio,2,3.93,9.43,12.89,1.22,7,1.2,0.05
2025-08-20,Canada,40,Female,43500.0,Berry,2,4.03,9.67,14.0,1.35,8,1.2,0.25
2025-04-27,UK,54,Female,25900.0,Hazelnut,4,3.64,14.56,16.28,2.37,4,1.0,0.2
2025-11-16,UK,43,Male,34300.0,Vanilla,6,4.09,22.09,14.23,3.14,11,0.9,0.2
2025-07-08,Italy,24,Male,20800.0,Cookies & Cream,1,3.13,3.76,12.97,0.49,7,1.2,0.05
2025-11-29,France,26,Male,34200.0,Salted Caramel,2,3.5,6.3,14.26,0.9,11,0.9,0.15
2025-12-18,France,39,Male,29400.0,Coffee,1,3.8,3.42,12.2,0.42,12,0.9,0.15
2025-07-05,Netherlands,18,Female,38900.0,Salted Caramel,1,3.45,4.14,13.93,0.58,7,1.2,0.1
2026-02-17,UK,61,Female,25500.0,Salted Caramel,6,3.55,19.17,14.15,2.71,2,0.9,0.2
2025-10-11,Spain,44,Female,32600.0,Salted Caramel,1,3.4,3.06,13.91,0.43,10,0.9,0.05
2025-09-08,France,55,Male,36500.0,Stracciatella,1,3.77,3.77,15.19,0.57,9,1.0,0.15
2025-12-12,Spain,18,Non-binary,37800.0,Mint,2,3.86,6.95,14.29,0.99,12,0.9,0.05
2025-11-01,USA,55,Female,41700.0,Hazelnut,3,3.74,10.1,16.25,1.64,11,0.9,0.3
2025-07-01,Germany,69,Male,33300.0,Cookies & Cream,3,3.18,11.45,13.07,1.5,7,1.2,0.1
2025-08-19,Brazil,19,Male,24500.0,Chocolate,3,3.52,12.67,13.35,1.69,8,1.2,-0.1
2025-10-19,Netherlands,48,Female,37800.0,Hazelnut,3,3.54,9.56,16.25,1.55,10,0.9,0.1
2026-02-10,Canada,38,Male,33200.0,Mint,3,4.06,10.96,14.29,1.57,2,0.9,0.25
2025-10-20,Germany,18,Male,60600.0,Mint,2,3.91,7.04,14.29,1.01,10,0.9,0.1
2025-12-24,Spain,44,Female,64600.0,Pistachio,1,3.93,3.54,12.89,0.46,12,0.9,0.05
2025-03-13,Australia,49,Male,18300.0,Berry,3,4.03,12.09,14.11,1.71,3,1.0,0.25
2025-10-31,USA,29,Female,49400.0,Salted Caramel,3,3.65,9.86,14.14,1.39,10,0.9,0.3
2025-04-27,Spain,54,Female,54700.0,Cookies & Cream,1,3.13,3.13,12.99,0.41,4,1.0,0.05
2025-07-09,Netherlands,18,Female,18500.0,Stracciatella,1,3.72,4.46,15.21,0.68,7,1.2,0.1
2025-04-02,Canada,18,Male,48500.0,Hazelnut,1,3.69,3.69,16.28,0.6,4,1.0,0.25
2025-09-10,France,39,Female,56800.0,Salted Caramel,2,3.5,7.0,14.18,0.99,9,1.0,0.15
2026-01-17,Germany,38,Male,22600.0,Vanilla,2,3.99,7.18,14.29,1.03,1,0.9,0.1
2025-06-19,Spain,27,Male,32300.0,Pistachio,1,3.93,4.72,12.88,0.61,6,1.2,0.05
2026-02-08,Spain,49,Male,39900.0,Hazelnut,5,3.49,15.71,16.28,2.56,2,0.9,0.05
2026-02-21,Australia,45,Male,48300.0,Berry,1,4.03,3.63,14.12,0.51,2,0.9,0.25
2025-06-24,Australia,50,Female,22200.0,Salted Caramel,1,3.6,4.32,13.93,0.6,6,1.2,0.25
2025-08-07,Brazil,36,Male,64800.0,Salted Caramel,1,3.25,3.9,13.93,0.54,8,1.2,-0.1
2025-09-26,Italy,46,Female,13200.0,Chocolate,1,3.67,3.67,13.26,0.49,9,1.0,0.05
2025-08-26,UK,31,Male,70400.0,Berry,1,3.98,4.78,14.1,0.67,8,1.2,0.2
2025-11-18,Germany,66,Male,47800.0,Cookies & Cream,1,3.18,2.86,13.0,0.37,11,0.9,0.1
2025-11-28,Brazil,26,Male,26600.0,Coffee,1,3.55,3.2,12.2,0.39,11,0.9,-0.1
2025-03-03,Italy,67,Female,55900.0,Chocolate,4,3.67,14.68,13.33,1.96,3,1.0,0.05
2026-02-20,Canada,38,Male,21500.0,Mint,3,4.06,10.96,14.29,1.57,2,0.9,0.25
2025-07-11,France,18,Female,38500.0,Pistachio,1,4.03,4.84,12.88,0.62,7,1.2,0.15
2025-07-04,Italy,57,Female,40900.0,Berry,1,3.83,4.6,14.1,0.65,7,1.2,0.05
2025-07-24,Italy,39,Female,40900.0,Cookies & Cream,1,3.13,3.76,12.97,0.49,7,1.2,0.05
2025-04-15,France,49,Female,23900.0,Stracciatella,1,3.77,3.77,15.19,0.57,4,1.0,0.15
2025-09-19,Netherlands,55,Male,28300.0,Coffee,5,3.75,18.75,12.27,2.3,9,1.0,0.1
2026-02-06,Spain,42,Male,38700.0,Hazelnut,1,3.49,3.14,16.13,0.51,2,0.9,0.05
2025-08-21,Australia,29,Female,25300.0,Hazelnut,4,3.69,17.71,16.29,2.88,8,1.2,0.25
2025-04-06,USA,51,Male,41600.0,Coffee,3,3.95,11.85,12.24,1.45,4,1.0,0.3
2025-12-07,USA,38,Female,26700.0,Coffee,1,3.95,3.56,12.2,0.43,12,0.9,0.3
2025-05-29,Canada,47,Male,59900.0,Vanilla,1,4.14,4.55,14.25,0.65,5,1.1,0.25
2025-10-28,USA,18,Male,79300.0,Vanilla,1,4.19,3.77,14.29,0.54,10,0.9,0.3
2025-08-06,Australia,44,Male,31300.0,Mint,1,4.06,4.87,14.22,0.69,8,1.2,0.25
2025-08-27,France,29,Female,57500.0,Chocolate,1,3.77,4.52,13.36,0.6,8,1.2,0.15
2025-06-18,USA,61,Male,32700.0,Stracciatella,1,3.92,4.7,15.21,0.71,6,1.2,0.3
2025-12-17,Netherlands,46,Female,22700.0,Chocolate,2,3.72,6.7,13.34,0.89,12,0.9,0.1
2025-07-14,Germany,41,Male,29400.0,Chocolate,1,3.72,4.46,13.36,0.6,7,1.2,0.1
2025-05-31,Netherlands,44,Male,37900.0,Berry,1,3.88,4.27,13.94,0.6,5,1.1,0.1
2026-02-11,UK,24,Male,14900.0,Berry,1,3.98,3.58,14.12,0.51,2,0.9,0.2
2025-06-04,Italy,60,Female,49700.0,Mint,4,3.86,18.53,14.22,2.63,6,1.2,0.05
2025-11-09,France,65,Male,37900.0,Stracciatella,2,3.77,6.79,15.34,1.04,11,0.9,0.15
2025-06-09,Germany,43,Male,59900.0,Salted Caramel,3,3.45,12.42,14.1,1.75,6,1.2,0.1
2025-06-27,Brazil,60,Male,49200.0,Coffee,1,3.55,4.26,12.33,0.53,6,1.2,-0.1
2025-06-30,USA,30,Male,38600.0,Salted Caramel,4,3.65,17.52,14.12,2.47,6,1.2,0.3
2025-07-12,USA,26,Male,30400.0,Coffee,1,3.95,4.74,12.33,0.58,7,1.2,0.3
2025-06-12,Spain,38,Male,77800.0,Cookies & Cream,1,3.13,3.76,12.97,0.49,6,1.2,0.05
2025-06-24,USA,44,Female,107500.0,Coffee,2,3.95,9.48,12.33,1.17,6,1.2,0.3
2025-06-10,USA,32,Male,30700.0,Hazelnut,1,3.74,4.49,16.22,0.73,6,1.2,0.3
2025-07-04,Spain,45,Female,61200.0,Cookies & Cream,1,3.13,3.76,12.97,0.49,7,1.2,0.05
2026-01-09,Brazil,42,Male,25500.0,Cookies & Cream,2,2.98,5.36,13.0,0.7,1,0.9,-0.1
2025-08-28,Germany,24,Male,27100.0,Mint,4,3.91,18.77,14.22,2.67,8,1.2,0.1
2025-05-17,Brazil,45,Female,29900.0,Pistachio,1,3.78,4.16,12.88,0.54,5,1.1,-0.1
2025-04-22,Australia,50,Male,51100.0,Hazelnut,3,3.69,11.07,16.28,1.8,4,1.0,0.25
2025-04-29,Netherlands,40,Male,21200.0,Cookies & Cream,2,3.18,6.36,12.99,0.83,4,1.0,0.1
2025-04-08,UK,54,Male,78800.0,Vanilla,1,4.09,4.09,14.14,0.58,4,1.0,0.2
2026-02-08,Netherlands,20,Female,58000.0,Berry,1,3.88,3.49,14.12,0.49,2,0.9,0.1
2026-02-01,Spain,44,Female,50600.0,Hazelnut,5,3.49,15.71,16.28,2.56,2,0.9,0.05
2025-11-06,Brazil,21,Non-binary,31400.0,Berry,1,3.68,3.31,14.12,0.47,11,0.9,-0.1
2026-01-07,Brazil,22,Female,55000.0,Pistachio,1,3.78,3.4,12.89,0.44,1,0.9,-0.1
2025-03-02,Brazil,29,Male,8400.0,Berry,1,3.68,3.68,14.02,0.52,3,1.0,-0.1
2025-12-01,France,24,Female,45300.0,Vanilla,4,4.04,14.54,14.21,2.07,12,0.9,0.15
2025-03-20,Brazil,30,Female,39300.0,Pistachio,2,3.78,7.56,12.89,0.97,3,1.0,-0.1
2025-10-31,Australia,35,Male,14100.0,Salted Caramel,1,3.6,3.24,13.91,0.45,10,0.9,0.25
2025-09-05,Canada,49,Female,44500.0,Berry,3,4.03,12.09,14.11,1.71,9,1.0,0.25
2026-01-10,Germany,33,Prefer not to say,48800.0,Mint,2,3.91,7.04,14.29,1.01,1,0.9,0.1
2025-08-07,Netherlands,18,Male,14400.0,Coffee,6,3.75,27.0,12.29,3.32,8,1.2,0.1
2025-11-06,Brazil,53,Male,20100.0,Stracciatella,2,3.52,6.34,15.34,0.97,11,0.9,-0.1
2025-12-18,Brazil,26,Female,101900.0,Pistachio,2,3.78,6.8,12.89,0.88,12,0.9,-0.1
2025-07-17,Italy,37,Male,33100.0,Pistachio,1,3.93,4.72,12.88,0.61,7,1.2,0.05
2025-11-05,USA,44,Female,59100.0,Cookies & Cream,1,3.38,3.04,13.0,0.4,11,0.9,0.3
2025-05-31,Germany,40,Male,63800.0,Chocolate,3,3.72,12.28,13.39,1.64,5,1.1,0.1
2025-11-15,Italy,53,Female,44200.0,Hazelnut,1,3.49,3.14,16.13,0.51,11,0.9,0.05
2025-07-20,Spain,44,Female,60400.0,Hazelnut,3,3.49,12.56,16.32,2.05,7,1.2,0.05
2025-09-18,UK,25,Male,12600.0,Vanilla,3,4.09,12.27,14.22,1.74,9,1.0,0.2
2025-06-20,UK,68,Male,32400.0,Hazelnut,5,3.64,21.84,16.28,3.56,6,1.2,0.2
2025-12-19,UK,40,Female,7800.0,Stracciatella,1,3.82,3.44,15.34,0.53,12,0.9,0.2
2025-05-03,Italy,35,Male,15200.0,Chocolate,1,3.67,4.04,13.32,0.54,5,1.1,0.05
2025-03-26,UK,51,Male,27600.0,Mint,1,4.01,4.01,14.17,0.57,3,1.0,0.2
2025-11-23,Australia,41,Female,26000.0,Stracciatella,1,3.87,3.48,15.34,0.53,11,0.9,0.25
2025-10-01,France,43,Female,37100.0,Cookies & Cream,5,3.23,14.53,13.06,1.9,10,0.9,0.15
2025-10-29,Netherlands,72,Female,35900.0,Pistachio,3,3.98,10.75,12.88,1.38,10,0.9,0.1
2025-11-30,Italy,34,Female,38800.0,Pistachio,2,3.93,7.07,12.89,0.91,11,0.9,0.05
2025-03-15,Italy,33,Female,39600.0,Berry,1,3.83,3.83,14.02,0.54,3,1.0,0.05
2025-11-11,Netherlands,39,Female,42900.0,Berry,3,3.88,10.48,14.1,1.48,11,0.9,0.1
2025-08-23,Australia,53,Male,22500.0,Chocolate,3,3.87,13.93,13.35,1.86,8,1.2,0.25
2025-09-16,Australia,18,Female,25300.0,Mint,1,4.06,4.06,14.17,0.58,9,1.0,0.25
2026-02-13,Canada,18,Male,35700.0,Hazelnut,3,3.69,9.96,16.25,1.62,2,0.9,0.25
2025-05-27,France,29,Prefer not to say,35900.0,Cookies & Cream,1,3.23,3.55,12.98,0.46,5,1.1,0.15
2025-10-19,Germany,18,Non-binary,21100.0,Chocolate,1,3.72,3.35,13.19,0.44,10,0.9,0.1
2025-04-29,Italy,32,Male,62400.0,Chocolate,1,3.67,3.67,13.26,0.49,4,1.0,0.05
2026-02-19,France,45,Female,52200.0,Cookies & Cream,4,3.23,11.63,13.07,1.52,2,0.9,0.15
2025-11-19,USA,25,Female,23600.0,Coffee,1,3.95,3.56,12.2,0.43,11,0.9,0.3
2025-10-20,France,18,Male,32700.0,Vanilla,2,4.04,7.27,14.29,1.04,10,0.9,0.15
2025-08-07,Italy,38,Female,99200.0,Berry,1,3.83,4.6,14.1,0.65,8,1.2,0.05
2026-02-14,UK,50,Female,39400.0,Salted Caramel,1,3.55,3.2,13.91,0.45,2,0.9,0.2
2025-03-03,France,18,Male,44300.0,Cookies & Cream,1,3.23,3.23,12.99,0.42,3,1.0,0.15
2025-03-05,France,49,Female,26800.0,Berry,4,3.93,15.72,14.09,2.21,3,1.0,0.15
2026-02-07,USA,49,Male,31100.0,Chocolate,2,3.92,7.06,13.34,0.94,2,0.9,0.3
2025-06-14,Brazil,51,Male,77300.0,Vanilla,4,3.79,18.19,14.19,2.58,6,1.2,-0.1
2025-09-09,Australia,55,Male,38400.0,Chocolate,1,3.87,3.87,13.26,0.51,9,1.0,0.25
2025-12-21,USA,68,Male,35100.0,Mint,1,4.11,3.7,14.29,0.53,12,0.9,0.3
2025-04-19,Italy,33,Female,36500.0,Hazelnut,1,3.49,3.49,16.28,0.57,4,1.0,0.05
2025-08-12,Brazil,39,Male,129700.0,Berry,1,3.68,4.42,14.1,0.62,8,1.2,-0.1
2025-08-31,USA,32,Female,37000.0,Pistachio,4,4.18,20.06,12.89,2.59,8,1.2,0.3
2026-01-06,UK,38,Male,24000.0,Pistachio,1,4.08,3.67,12.89,0.47,1,0.9,0.2
2025-07-09,Italy,59,Female,26200.0,Salted Caramel,1,3.4,4.08,13.93,0.57,7,1.2,0.05
2025-06-02,Netherlands,19,Male,53700.0,Mint,2,3.91,9.38,14.33,1.34,6,1.2,0.1
2025-12-04,UK,25,Non-binary,17800.0,Coffee,1,3.85,3.47,12.2,0.42,12,0.9,0.2
2025-07-11,Germany,57,Female,45500.0,Hazelnut,1,3.54,4.25,16.22,0.69,7,1.2,0.1
2025-06-28,Canada,52,Female,25300.0,Cookies & Cream,1,3.33,4.0,12.97,0.52,6,1.2,0.25
2025-07-14,Canada,32,Female,14300.0,Stracciatella,1,3.87,4.64,15.21,0.71,7,1.2,0.25
2025-10-26,USA,49,Female,22200.0,Chocolate,1,3.92,3.53,13.19,0.47,10,0.9,0.3
2026-01-06,Brazil,42,Female,36800.0,Cookies & Cream,2,2.98,5.36,13.0,0.7,1,0.9,-0.1
2025-08-21,USA,59,Male,73000.0,Hazelnut,1,3.74,4.49,16.22,0.73,8,1.2,0.3
2025-09-02,UK,39,Female,57300.0,Pistachio,2,4.08,8.16,12.89,1.05,9,1.0,0.2
2025-06-01,France,52,Male,31400.0,Salted Caramel,1,3.5,4.2,13.93,0.59,6,1.2,0.15
2025-11-09,UK,74,Male,59000.0,Vanilla,3,4.09,11.04,14.19,1.57,11,0.9,0.2
2025-10-02,UK,46,Female,30400.0,Salted Caramel,3,3.55,9.58,14.14,1.35,10,0.9,0.2
2025-06-14,Germany,38,Female,17400.0,Mint,1,3.91,4.69,14.22,0.67,6,1.2,0.1
2025-09-29,Netherlands,48,Male,36700.0,Cookies & Cream,5,3.18,15.9,13.05,2.07,9,1.0,0.1
2026-02-20,USA,32,Male,17100.0,Mint,4,4.11,14.8,14.21,2.1,2,0.9,0.3
2025-09-05,Canada,71,Female,53900.0,Salted Caramel,2,3.6,7.2,14.18,1.02,9,1.0,0.25
2025-09-01,Spain,40,Female,54300.0,Berry,2,3.83,7.66,14.02,1.07,9,1.0,0.05
2025-09-20,Canada,34,Female,23400.0,Salted Caramel,4,3.6,14.4,14.1,2.03,9,1.0,0.25
2025-07-20,Netherlands,26,Female,39100.0,Cookies & Cream,1,3.18,3.82,12.97,0.5,7,1.2,0.1
2025-10-15,Canada,53,Female,38900.0,Stracciatella,1,3.87,3.48,15.34,0.53,10,0.9,0.25
2025-05-30,Australia,50,Male,56200.0,Stracciatella,2,3.87,8.51,15.33,1.3,5,1.1,0.25
2025-12-16,France,31,Male,19500.0,Hazelnut,1,3.59,3.23,16.13,0.52,12,0.9,0.15
2025-05-05,Canada,46,Female,49000.0,Cookies & Cream,2,3.33,7.33,12.98,0.95,5,1.1,0.25
2025-12-18,France,18,Male,18800.0,Berry,1,3.93,3.54,14.12,0.5,12,0.9,0.15
2026-02-13,Netherlands,40,Female,53600.0,Pistachio,1,3.98,3.58,12.89,0.46,2,0.9,0.1
2025-06-24,France,44,Male,61800.0,Coffee,4,3.8,18.24,12.27,2.24,6,1.2,0.15
2025-04-19,Spain,61,Male,26000.0,Chocolate,1,3.67,3.67,13.26,0.49,4,1.0,0.05
2025-07-15,Brazil,27,Male,66800.0,Pistachio,2,3.78,9.07,12.89,1.17,7,1.2,-0.1
2025-06-27,UK,20,Female,16500.0,Mint,1,4.01,4.81,14.22,0.68,6,1.2,0.2
2025-12-08,Canada,25,Female,62900.0,Mint,1,4.06,3.65,14.29,0.52,12,0.9,0.25
2025-10-06,UK,19,Male,74600.0,Mint,1,4.01,3.61,14.29,0.52,10,0.9,0.2
2025-09-10,France,56,Female,43200.0,Vanilla,3,4.04,12.12,14.22,1.72,9,1.0,0.15
2025-06-07,Germany,59,Female,32900.0,Pistachio,3,3.98,14.33,12.88,1.85,6,1.2,0.1
2025-05-12,USA,42,Female,42500.0,Mint,5,4.11,22.61,14.22,3.22,5,1.1,0.3
2025-05-14,UK,55,Male,26900.0,Coffee,4,3.85,16.94,12.27,2.08,5,1.1,0.2
2025-10-27,Netherlands,39,Female,134900.0,Vanilla,6,3.99,21.55,14.23,3.07,10,0.9,0.1
2025-03-03,France,36,Prefer not to say,27100.0,Salted Caramel,2,3.5,7.0,14.18,0.99,3,1.0,0.15
2025-05-28,UK,33,Female,70200.0,Stracciatella,1,3.82,4.2,15.33,0.64,5,1.1,0.2
2025-09-30,USA,33,Female,25100.0,Pistachio,4,4.18,16.72,12.89,2.16,9,1.0,0.3
2025-11-09,Germany,18,Male,80700.0,Chocolate,6,3.72,20.09,13.35,2.68,11,0.9,0.1
2025-05-06,Germany,41,Female,99300.0,Hazelnut,1,3.54,3.89,16.4,0.64,5,1.1,0.1
2026-01-15,France,37,Male,44000.0,Stracciatella,1,3.77,3.39,15.34,0.52,1,0.9,0.15
2025-11-18,Netherlands,48,Male,41900.0,Pistachio,1,3.98,3.58,12.89,0.46,11,0.9,0.1
2025-11-27,Spain,39,Female,22500.0,Stracciatella,2,3.67,6.61,15.34,1.01,11,0.9,0.05
2025-08-07,UK,35,Male,21200.0,Vanilla,2,4.09,9.82,14.24,1.4,8,1.2,0.2
2025-11-03,Germany,25,Female,42100.0,Berry,1,3.88,3.49,14.12,0.49,11,0.9,0.1
2025-07-30,Australia,39,Male,75300.0,Vanilla,5,4.14,24.84,14.22,3.53,7,1.2,0.25
2025-07-05,France,48,Male,27600.0,Vanilla,2,4.04,9.7,14.24,1.38,7,1.2,0.15
2025-12-11,Canada,21,Female,109500.0,Coffee,2,3.9,7.02,12.33,0.87,12,0.9,0.25
2025-12-14,USA,39,Female,26800.0,Pistachio,2,4.18,7.52,12.89,0.97,12,0.9,0.3
2025-03-23,Spain,41,Female,40700.0,Hazelnut,1,3.49,3.49,16.28,0.57,3,1.0,0.05
2025-09-18,France,27,Female,40800.0,Cookies & Cream,5,3.23,16.15,13.05,2.11,9,1.0,0.15
2025-04-18,Italy,29,Male,34500.0,Hazelnut,1,3.49,3.49,16.28,0.57,4,1.0,0.05
2026-02-15,USA,41,Female,13100.0,Salted Caramel,3,3.65,9.86,14.14,1.39,2,0.9,0.3
2025-05-21,Spain,22,Male,26600.0,Salted Caramel,1,3.4,3.74,14.09,0.53,5,1.1,0.05
2025-03-29,USA,42,Female,40100.0,Chocolate,1,3.92,3.92,13.26,0.52,3,1.0,0.3
2025-06-17,Italy,25,Female,34600.0,Pistachio,1,3.93,4.72,12.88,0.61,6,1.2,0.05
2025-07-07,Netherlands,52,Female,49900.0,Cookies & Cream,1,3.18,3.82,12.97,0.5,7,1.2,0.1
2025-10-28,France,70,Female,53000.0,Pistachio,4,4.03,14.51,12.88,1.87,10,0.9,0.15
2026-01-15,Italy,25,Male,32200.0,Pistachio,3,3.93,10.61,12.88,1.37,1,0.9,0.05
2025-04-17,Germany,45,Male,22400.0,Pistachio,4,3.98,15.92,12.89,2.05,4,1.0,0.1
2025-10-15,USA,27,Female,78800.0,Vanilla,4,4.19,15.08,14.21,2.14,10,0.9,0.3
2025-08-17,USA,52,Male,18400.0,Berry,4,4.08,19.58,14.11,2.76,8,1.2,0.3
2025-07-10,USA,20,Male,27000.0,Berry,2,4.08,9.79,14.0,1.37,7,1.2,0.3
2025-08-30,Australia,44,Male,23700.0,Hazelnut,5,3.69,22.14,16.28,3.6,8,1.2,0.25
2025-08-30,Germany,25,Male,52700.0,Cookies & Cream,1,3.18,3.82,12.97,0.5,8,1.2,0.1
2025-12-10,UK,35,Male,70200.0,Vanilla,1,4.09,3.68,14.29,0.53,12,0.9,0.2
2025-12-09,Italy,23,Male,33300.0,Vanilla,1,3.94,3.55,14.29,0.51,12,0.9,0.05
2025-07-08,Canada,49,Female,40700.0,Vanilla,1,4.14,4.97,14.13,0.7,7,1.2,0.25
2025-08-22,Spain,26,Female,45000.0,Stracciatella,1,3.67,4.4,15.21,0.67,8,1.2,0.05
2025-03-09,UK,45,Male,89500.0,Cookies & Cream,1,3.28,3.28,12.99,0.43,3,1.0,0.2
2025-09-25,Brazil,33,Male,15000.0,Stracciatella,3,3.52,10.56,15.29,1.61,9,1.0,-0.1
2025-04-30,Brazil,36,Male,52700.0,Hazelnut,2,3.34,6.68,16.28,1.09,4,1.0,-0.1
2025-08-25,Australia,40,Male,43800.0,Chocolate,2,3.87,9.29,13.35,1.24,8,1.2,0.25
2026-02-09,Spain,27,Female,30200.0,Pistachio,4,3.93,14.15,12.88,1.82,2,0.9,0.05
2026-01-03,USA,40,Male,42700.0,Cookies & Cream,6,3.38,18.25,13.05,2.38,1,0.9,0.3
2025-06-08,Italy,59,Male,52600.0,Pistachio,2,3.93,9.43,12.89,1.22,6,1.2,0.05
2025-12-19,Brazil,27,Male,48600.0,Cookies & Cream,1,2.98,2.68,13.0,0.35,12,0.9,-0.1
2025-12-18,UK,54,Male,106900.0,Coffee,2,3.85,6.93,12.33,0.85,12,0.9,0.2
2026-01-25,Netherlands,58,Female,38700.0,Chocolate,2,3.72,6.7,13.34,0.89,1,0.9,0.1
2026-01-25,Italy,26,Female,36800.0,Stracciatella,1,3.67,3.3,15.34,0.51,1,0.9,0.05
2025-11-29,Canada,18,Non-binary,33200.0,Berry,1,4.03,3.63,14.12,0.51,11,0.9,0.25
2025-05-27,Canada,42,Female,47900.0,Pistachio,1,4.13,4.54,12.88,0.58,5,1.1,0.25
2025-07-22,Brazil,30,Female,35700.0,Hazelnut,3,3.34,12.02,16.32,1.96,7,1.2,-0.1
2025-08-27,Netherlands,64,Female,36600.0,Pistachio,1,3.98,4.78,12.88,0.62,8,1.2,0.1
2025-08-12,USA,38,Female,36600.0,Hazelnut,2,3.74,8.98,16.22,1.46,8,1.2,0.3
2026-02-06,Australia,26,Male,34000.0,Chocolate,3,3.87,10.45,13.31,1.39,2,0.9,0.25
2025-11-15,Australia,21,Male,26800.0,Coffee,5,3.9,17.55,12.3,2.16,11,0.9,0.25
2025-11-03,Germany,53,Male,44800.0,Pistachio,2,3.98,7.16,12.89,0.92,11,0.9,0.1
2025-10-13,USA,30,Female,31500.0,Chocolate,2,3.92,7.06,13.34,0.94,10,0.9,0.3
2025-04-08,Brazil,38,Male,49400.0,Berry,1,3.68,3.68,14.02,0.52,4,1.0,-0.1
2025-09-10,Germany,51,Male,38400.0,Mint,1,3.91,3.91,14.17,0.55,9,1.0,0.1
