date,product,region,units_sold,price_per_unit,revenue,cost,profit,profit_margin,age_group,gender
2025-06-30,Good Humor Chocolate Eclair Bar,Midwest,58,2.43,140.94,103.71,37.23,0.2642,55+,Male
2025-06-30,Good Humor Chocolate Eclair Bar,Midwest,371,2.43,901.53,663.38,238.15,0.2642,55+,Female
2025-06-30,Good Humor Chocolate Eclair Bar,Midwest,161,2.43,391.23,287.88,103.35,0.2642,55+,Non-binary
2025-06-30,Good Humor Chocolate Eclair Bar,Midwest,67,2.43,162.81,119.8,43.01,0.2642,55+,Prefer not to say
2025-06-30,Good Humor Chocolate Eclair Bar,South,51,1.58,80.58,56.46,24.12,0.2993,<18,Male
2025-06-30,Good Humor Chocolate Eclair Bar,South,198,1.58,312.84,219.21,93.63,0.2993,<18,Female
2025-06-30,Good Humor Chocolate Eclair Bar,South,155,1.58,244.9,171.61,73.29,0.2993,<18,Non-binary
2025-06-30,Good Humor Chocolate Eclair Bar,South,197,1.58,311.26,218.1,93.16,0.2993,<18,Prefer not to say
2025-06-30,Good Humor Chocolate Eclair Bar,South,12,1.58,18.96,13.29,5.67,0.2993,18-34,Male
2025-06-30,Good Humor Chocolate Eclair Bar,South,45,1.58,71.1,49.82,21.28,0.2993,18-34,Female
2025-06-30,Good Humor Chocolate Eclair Bar,South,36,1.58,56.88,39.86,17.02,0.2993,18-34,Non-binary
2025-06-30,Good Humor Chocolate Eclair Bar,South,45,1.58,71.1,49.82,21.28,0.2993,18-34,Prefer not to say
2025-06-30,Good Humor Chocolate Eclair Bar,South,6,1.58,9.48,6.64,2.84,0.2993,35-54,Male
2025-06-30,Good Humor Chocolate Eclair Bar,South,23,1.58,36.34,25.46,10.88,0.2993,35-54,Female
2025-06-30,Good Humor Chocolate Eclair Bar,South,18,1.58,28.44,19.93,8.51,0.2993,35-54,Non-binary
2025-06-30,Good Humor Chocolate Eclair Bar,South,23,1.58,36.34,25.46,10.88,0.2993,35-54,Prefer not to say
2025-06-30,Good Humor Chocolate Eclair Bar,South,45,1.58,71.1,49.82,21.28,0.2993,55+,Male
2025-06-30,Good Humor Chocolate Eclair Bar,South,174,1.58,274.92,192.64,82.28,0.2993,55+,Female
2025-06-30,Good Humor Chocolate Eclair Bar,South,136,1.58,214.88,150.57,64.31,0.2993,55+,Non-binary
2025-06-30,Good Humor Chocolate Eclair Bar,South,173,1.58,273.34,191.53,81.81,0.2993,55+,Prefer not to say
2025-06-30,Good Humor Chocolate Eclair Bar,West,148,2.01,297.48,224.61,72.87,0.245,<18,Male
2025-06-30,Good Humor Chocolate Eclair Bar,West,82,2.01,164.82,124.44,40.38,0.245,<18,Female
2025-06-30,Good Humor Chocolate Eclair Bar,West,224,2.01,450.24,339.94,110.3,0.245,<18,Non-binary
2025-06-30,Good Humor Chocolate Eclair Bar,West,8,2.01,16.08,12.14,3.94,0.245,<18,Prefer not to say
2025-06-30,Good Humor Chocolate Eclair Bar,West,199,2.01,399.99,302.0,97.99,0.245,18-34,Male
2025-06-30,Good Humor Chocolate Eclair Bar,West,111,2.01,223.11,168.45,54.66,0.245,18-34,Female
2025-06-30,Good Humor Chocolate Eclair Bar,West,302,2.01,607.02,458.32,148.7,0.245,18-34,Non-binary
2025-06-30,Good Humor Chocolate Eclair Bar,West,11,2.01,22.11,16.69,5.42,0.245,18-34,Prefer not to say
2025-06-30,Good Humor Chocolate Eclair Bar,West,12,2.01,24.12,18.21,5.91,0.245,35-54,Male
2025-06-30,Good Humor Chocolate Eclair Bar,West,7,2.01,14.07,10.62,3.45,0.245,35-54,Female
2025-06-30,Good Humor Chocolate Eclair Bar,West,18,2.01,36.18,27.32,8.86,0.245,35-54,Non-binary
2025-06-30,Good Humor Chocolate Eclair Bar,West,1,2.01,2.01,1.52,0.49,0.245,35-54,Prefer not to say
2025-06-30,Good Humor Chocolate Eclair Bar,West,35,2.01,70.35,53.12,17.23,0.245,55+,Male
2025-06-30,Good Humor Chocolate Eclair Bar,West,19,2.01,38.19,28.83,9.36,0.245,55+,Female
2025-06-30,Good Humor Chocolate Eclair Bar,West,52,2.01,104.52,78.92,25.6,0.245,55+,Non-binary
2025-06-30,Good Humor Chocolate Eclair Bar,West,2,2.01,4.02,3.04,0.98,0.245,55+,Prefer not to say
2025-07-31,Good Humor Classic Bar,Northeast,28,2.52,70.56,46.73,23.83,0.3377,<18,Male
2025-07-31,Good Humor Classic Bar,Northeast,25,2.52,63.0,41.72,21.28,0.3377,<18,Female
2025-07-31,Good Humor Classic Bar,Northeast,9,2.52,22.68,15.02,7.66,0.3377,<18,Non-binary
2025-07-31,Good Humor Classic Bar,Northeast,19,2.52,47.88,31.71,16.17,0.3377,18-34,Male
2025-07-31,Good Humor Classic Bar,Northeast,17,2.52,42.84,28.37,14.47,0.3377,18-34,Female
2025-07-31,Good Humor Classic Bar,Northeast,6,2.52,15.12,10.01,5.11,0.3377,18-34,Non-binary
2025-07-31,Good Humor Classic Bar,Northeast,37,2.52,93.24,61.75,31.49,0.3377,35-54,Male
2025-07-31,Good Humor Classic Bar,Northeast,33,2.52,83.16,55.08,28.08,0.3377,35-54,Female
2025-07-31,Good Humor Classic Bar,Northeast,12,2.52,30.24,20.03,10.21,0.3377,35-54,Non-binary
2025-07-31,Good Humor Classic Bar,Northeast,211,2.52,531.72,352.16,179.56,0.3377,55+,Male
2025-07-31,Good Humor Classic Bar,Northeast,187,2.52,471.24,312.1,159.14,0.3377,55+,Female
2025-07-31,Good Humor Classic Bar,Northeast,69,2.52,173.88,115.16,58.72,0.3377,55+,Non-binary
2025-07-31,Good Humor Classic Bar,Midwest,18,1.96,35.28,21.3,13.98,0.3963,<18,Male
2025-07-31,Good Humor Classic Bar,Midwest,5,1.96,9.8,5.92,3.88,0.3963,<18,Female
2025-07-31,Good Humor Classic Bar,Midwest,5,1.96,9.8,5.92,3.88,0.3963,<18,Non-binary
2025-07-31,Good Humor Classic Bar,Midwest,3,1.96,5.88,3.55,2.33,0.3963,<18,Prefer not to say
2025-07-31,Good Humor Classic Bar,Midwest,42,1.96,82.32,49.7,32.62,0.3963,18-34,Male
2025-07-31,Good Humor Classic Bar,Midwest,12,1.96,23.52,14.2,9.32,0.3963,18-34,Female
2025-07-31,Good Humor Classic Bar,Midwest,11,1.96,21.56,13.02,8.54,0.3963,18-34,Non-binary
2025-07-31,Good Humor Classic Bar,Midwest,7,1.96,13.72,8.28,5.44,0.3963,18-34,Prefer not to say
2025-07-31,Good Humor Classic Bar,Midwest,399,1.96,782.04,472.14,309.9,0.3963,35-54,Male
2025-07-31,Good Humor Classic Bar,Midwest,114,1.96,223.44,134.9,88.54,0.3963,35-54,Female
2025-07-31,Good Humor Classic Bar,Midwest,101,1.96,197.96,119.51,78.45,0.3963,35-54,Non-binary
2025-07-31,Good Humor Classic Bar,Midwest,62,1.96,121.52,73.37,48.15,0.3963,35-54,Prefer not to say
2025-07-31,Good Humor Classic Bar,Midwest,722,1.96,1415.12,854.35,560.77,0.3963,55+,Male
2025-07-31,Good Humor Classic Bar,Midwest,207,1.96,405.72,244.95,160.77,0.3963,55+,Female
2025-07-31,Good Humor Classic Bar,Midwest,183,1.96,358.68,216.55,142.13,0.3963,55+,Non-binary
2025-07-31,Good Humor Classic Bar,Midwest,112,1.96,219.52,132.53,86.99,0.3963,55+,Prefer not to say
2025-07-31,Good Humor Classic Bar,South,15,2.36,35.4,22.79,12.61,0.3561,<18,Male
2025-07-31,Good Humor Classic Bar,South,8,2.36,18.88,12.16,6.72,0.3561,<18,Female
2025-07-31,Good Humor Classic Bar,South,5,2.36,11.8,7.6,4.2,0.3561,<18,Non-binary
2025-07-31,Good Humor Classic Bar,South,3,2.36,7.08,4.56,2.52,0.3561,<18,Prefer not to say
2025-07-31,Good Humor Classic Bar,South,115,2.36,271.4,174.75,96.65,0.3561,18-34,Male
2025-07-31,Good Humor Classic Bar,South,65,2.36,153.4,98.77,54.63,0.3561,18-34,Female
2025-07-31,Good Humor Classic Bar,South,42,2.36,99.12,63.82,35.3,0.3561,18-34,Non-binary
2025-07-31,Good Humor Classic Bar,South,24,2.36,56.64,36.47,20.17,0.3561,18-34,Prefer not to say
2025-07-31,Good Humor Classic Bar,South,260,2.36,613.6,395.08,218.52,0.3561,35-54,Male
2025-07-31,Good Humor Classic Bar,South,147,2.36,346.92,223.37,123.55,0.3561,35-54,Female
2025-07-31,Good Humor Classic Bar,South,94,2.36,221.84,142.84,79.0,0.3561,35-54,Non-binary
2025-07-31,Good Humor Classic Bar,South,55,2.36,129.8,83.57,46.23,0.3561,35-54,Prefer not to say
2025-07-31,Good Humor Classic Bar,South,559,2.36,1319.24,849.42,469.82,0.3561,55+,Male
2025-07-31,Good Humor Classic Bar,South,316,2.36,745.76,480.18,265.58,0.3561,55+,Female
2025-07-31,Good Humor Classic Bar,South,202,2.36,476.72,306.95,169.77,0.3561,55+,Non-binary
2025-07-31,Good Humor Classic Bar,South,119,2.36,280.84,180.83,100.01,0.3561,55+,Prefer not to say
2025-07-31,Good Humor Classic Bar,West,35,2.4,84.0,61.88,22.12,0.2633,<18,Male
2025-07-31,Good Humor Classic Bar,West,12,2.4,28.8,21.22,7.58,0.2633,<18,Female
2025-07-31,Good Humor Classic Bar,West,18,2.4,43.2,31.83,11.37,0.2633,<18,Non-binary
2025-07-31,Good Humor Classic Bar,West,56,2.4,134.4,99.01,35.39,0.2633,<18,Prefer not to say
2025-07-31,Good Humor Classic Bar,West,60,2.4,144.0,106.08,37.92,0.2633,18-34,Male
2025-07-31,Good Humor Classic Bar,West,20,2.4,48.0,35.36,12.64,0.2633,18-34,Female
2025-07-31,Good Humor Classic Bar,West,31,2.4,74.4,54.81,19.59,0.2633,18-34,Non-binary
2025-07-31,Good Humor Classic Bar,West,97,2.4,232.8,171.5,61.3,0.2633,18-34,Prefer not to say
2025-07-31,Good Humor Classic Bar,West,238,2.4,571.2,420.8,150.4,0.2633,35-54,Male
2025-07-31,Good Humor Classic Bar,West,80,2.4,192.0,141.44,50.56,0.2633,35-54,Female
2025-07-31,Good Humor Classic Bar,West,124,2.4,297.6,219.24,78.36,0.2633,35-54,Non-binary
2025-07-31,Good Humor Classic Bar,West,386,2.4,926.4,682.47,243.93,0.2633,35-54,Prefer not to say
2025-07-31,Good Humor Classic Bar,West,288,2.4,691.2,509.2,182.0,0.2633,55+,Male
2025-07-31,Good Humor Classic Bar,West,97,2.4,232.8,171.5,61.3,0.2633,55+,Female
2025-07-31,Good Humor Classic Bar,West,150,2.4,360.0,265.21,94.79,0.2633,55+,Non-binary
2025-07-31,Good Humor Classic Bar,West,468,2.4,1123.2,827.45,295.75,0.2633,55+,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,27,1.9,51.3,34.42,16.88,0.329,<18,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,247,1.9,469.3,314.92,154.38,0.329,<18,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,21,1.9,39.9,26.77,13.13,0.329,<18,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,6,1.9,11.4,7.65,3.75,0.329,<18,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,41,1.9,77.9,52.27,25.63,0.329,18-34,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,381,1.9,723.9,485.76,238.14,0.329,18-34,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,32,1.9,60.8,40.8,20.0,0.329,18-34,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,9,1.9,17.1,11.47,5.63,0.329,18-34,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,29,1.9,55.1,36.97,18.13,0.329,35-54,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,265,1.9,503.5,337.87,165.63,0.329,35-54,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,23,1.9,43.7,29.32,14.38,0.329,35-54,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,7,1.9,13.3,8.92,4.38,0.329,35-54,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,8,1.9,15.2,10.2,5.0,0.329,55+,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,73,1.9,138.7,93.07,45.63,0.329,55+,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,6,1.9,11.4,7.65,3.75,0.329,55+,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,Northeast,2,1.9,3.8,2.55,1.25,0.329,55+,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,26,1.67,43.42,31.32,12.1,0.2786,<18,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,4,1.67,6.68,4.82,1.86,0.2786,<18,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,92,1.67,153.64,110.83,42.81,0.2786,<18,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,295,1.67,492.65,355.38,137.27,0.2786,<18,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,4,1.67,6.68,4.82,1.86,0.2786,18-34,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,1,1.67,1.67,1.2,0.47,0.2786,18-34,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,14,1.67,23.38,16.87,6.51,0.2786,18-34,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,47,1.67,78.49,56.62,21.87,0.2786,18-34,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,15,1.67,25.05,18.07,6.98,0.2786,35-54,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,2,1.67,3.34,2.41,0.93,0.2786,35-54,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,53,1.67,88.51,63.85,24.66,0.2786,35-54,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,169,1.67,282.23,203.59,78.64,0.2786,35-54,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,23,1.67,38.41,27.71,10.7,0.2786,55+,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,4,1.67,6.68,4.82,1.86,0.2786,55+,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,79,1.67,131.93,95.17,36.76,0.2786,55+,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,Midwest,255,1.67,425.85,307.2,118.65,0.2786,55+,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,South,95,2.41,228.95,166.31,62.64,0.2736,<18,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,South,70,2.41,168.7,122.55,46.15,0.2736,<18,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,South,35,2.41,84.35,61.27,23.08,0.2736,<18,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,South,151,2.41,363.91,264.35,99.56,0.2736,<18,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,South,33,2.41,79.53,57.77,21.76,0.2736,18-34,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,South,25,2.41,60.25,43.77,16.48,0.2736,18-34,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,South,12,2.41,28.92,21.01,7.91,0.2736,18-34,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,South,53,2.41,127.73,92.78,34.95,0.2736,18-34,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,South,193,2.41,465.13,337.88,127.25,0.2736,35-54,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,South,142,2.41,342.22,248.59,93.63,0.2736,35-54,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,South,71,2.41,171.11,124.3,46.81,0.2736,35-54,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,South,305,2.41,735.05,533.95,201.1,0.2736,35-54,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,South,61,2.41,147.01,106.79,40.22,0.2736,55+,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,South,45,2.41,108.45,78.78,29.67,0.2736,55+,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,South,22,2.41,53.02,38.51,14.51,0.2736,55+,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,South,96,2.41,231.36,168.06,63.3,0.2736,55+,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,West,18,1.87,33.66,22.14,11.52,0.3423,<18,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,West,96,1.87,179.52,118.07,61.45,0.3423,<18,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,West,138,1.87,258.06,169.72,88.34,0.3423,<18,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,West,2,1.87,3.74,2.46,1.28,0.3423,<18,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,West,37,1.87,69.19,45.51,23.68,0.3423,18-34,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,West,197,1.87,368.39,242.29,126.1,0.3423,18-34,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,West,285,1.87,532.95,350.52,182.43,0.3423,18-34,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,West,5,1.87,9.35,6.15,3.2,0.3423,18-34,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,West,5,1.87,9.35,6.15,3.2,0.3423,35-54,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,West,29,1.87,54.23,35.67,18.56,0.3423,35-54,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,West,42,1.87,78.54,51.66,26.88,0.3423,35-54,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,West,1,1.87,1.87,1.23,0.64,0.3423,35-54,Prefer not to say
2025-07-31,Good Humor Strawberry Shortcake Bar,West,11,1.87,20.57,13.53,7.04,0.3423,55+,Male
2025-07-31,Good Humor Strawberry Shortcake Bar,West,60,1.87,112.2,73.79,38.41,0.3423,55+,Female
2025-07-31,Good Humor Strawberry Shortcake Bar,West,87,1.87,162.69,107.0,55.69,0.3423,55+,Non-binary
2025-07-31,Good Humor Strawberry Shortcake Bar,West,2,1.87,3.74,2.46,1.28,0.3423,55+,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,51,2.62,133.62,99.93,33.69,0.2522,<18,Male
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,5,2.62,13.1,9.8,3.3,0.2522,<18,Female
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,6,2.62,15.72,11.76,3.96,0.2522,<18,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,30,2.62,78.6,58.78,19.82,0.2522,<18,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,507,2.62,1328.34,993.39,334.95,0.2522,18-34,Male
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,50,2.62,131.0,97.97,33.03,0.2522,18-34,Female
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,58,2.62,151.96,113.64,38.32,0.2522,18-34,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,296,2.62,775.52,579.97,195.55,0.2522,18-34,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,155,2.62,406.1,303.7,102.4,0.2522,35-54,Male
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,15,2.62,39.3,29.39,9.91,0.2522,35-54,Female
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,18,2.62,47.16,35.27,11.89,0.2522,35-54,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,90,2.62,235.8,176.34,59.46,0.2522,35-54,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,448,2.62,1173.76,877.79,295.97,0.2522,55+,Male
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,44,2.62,115.28,86.21,29.07,0.2522,55+,Female
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,51,2.62,133.62,99.93,33.69,0.2522,55+,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,Northeast,262,2.62,686.44,513.35,173.09,0.2522,55+,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,52,1.84,95.68,72.23,23.45,0.2451,<18,Male
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,363,1.84,667.92,504.24,163.68,0.2451,<18,Female
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,72,1.84,132.48,100.02,32.46,0.2451,<18,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,43,1.84,79.12,59.73,19.39,0.2451,<18,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,18,1.84,33.12,25.0,8.12,0.2451,18-34,Male
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,129,1.84,237.36,179.19,58.17,0.2451,18-34,Female
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,26,1.84,47.84,36.12,11.72,0.2451,18-34,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,15,1.84,27.6,20.84,6.76,0.2451,18-34,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,25,1.84,46.0,34.73,11.27,0.2451,35-54,Male
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,175,1.84,322.0,243.09,78.91,0.2451,35-54,Female
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,35,1.84,64.4,48.62,15.78,0.2451,35-54,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,21,1.84,38.64,29.17,9.47,0.2451,35-54,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,8,1.84,14.72,11.11,3.61,0.2451,55+,Male
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,53,1.84,97.52,73.62,23.9,0.2451,55+,Female
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,10,1.84,18.4,13.89,4.51,0.2451,55+,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,Midwest,6,1.84,11.04,8.33,2.71,0.2451,55+,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,South,59,2.13,125.67,89.84,35.83,0.2852,<18,Male
2025-07-31,Good Humor Chocolate Eclair Bar,South,287,2.13,611.31,436.99,174.32,0.2852,<18,Female
2025-07-31,Good Humor Chocolate Eclair Bar,South,433,2.13,922.29,659.3,262.99,0.2852,<18,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,South,103,2.13,219.39,156.83,62.56,0.2852,<18,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,South,39,2.13,83.07,59.38,23.69,0.2852,18-34,Male
2025-07-31,Good Humor Chocolate Eclair Bar,South,189,2.13,402.57,287.78,114.79,0.2852,18-34,Female
2025-07-31,Good Humor Chocolate Eclair Bar,South,285,2.13,607.05,433.95,173.1,0.2852,18-34,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,South,68,2.13,144.84,103.54,41.3,0.2852,18-34,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,South,15,2.13,31.95,22.84,9.11,0.2852,35-54,Male
2025-07-31,Good Humor Chocolate Eclair Bar,South,73,2.13,155.49,111.15,44.34,0.2852,35-54,Female
2025-07-31,Good Humor Chocolate Eclair Bar,South,109,2.13,232.17,165.97,66.2,0.2852,35-54,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,South,26,2.13,55.38,39.59,15.79,0.2852,35-54,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,South,54,2.13,115.02,82.22,32.8,0.2852,55+,Male
2025-07-31,Good Humor Chocolate Eclair Bar,South,266,2.13,566.58,405.02,161.56,0.2852,55+,Female
2025-07-31,Good Humor Chocolate Eclair Bar,South,401,2.13,854.13,610.57,243.56,0.2852,55+,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,South,95,2.13,202.35,144.65,57.7,0.2852,55+,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,West,366,2.92,1068.72,848.59,220.13,0.206,<18,Male
2025-07-31,Good Humor Chocolate Eclair Bar,West,217,2.92,633.64,503.13,130.51,0.206,<18,Female
2025-07-31,Good Humor Chocolate Eclair Bar,West,3,2.92,8.76,6.96,1.8,0.206,<18,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,West,35,2.92,102.2,81.15,21.05,0.206,<18,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,West,218,2.92,636.56,505.45,131.11,0.206,18-34,Male
2025-07-31,Good Humor Chocolate Eclair Bar,West,129,2.92,376.68,299.09,77.59,0.206,18-34,Female
2025-07-31,Good Humor Chocolate Eclair Bar,West,2,2.92,5.84,4.64,1.2,0.206,18-34,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,West,21,2.92,61.32,48.69,12.63,0.206,18-34,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,West,251,2.92,732.92,581.96,150.96,0.206,35-54,Male
2025-07-31,Good Humor Chocolate Eclair Bar,West,149,2.92,435.08,345.47,89.61,0.206,35-54,Female
2025-07-31,Good Humor Chocolate Eclair Bar,West,2,2.92,5.84,4.64,1.2,0.206,35-54,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,West,24,2.92,70.08,55.65,14.43,0.206,35-54,Prefer not to say
2025-07-31,Good Humor Chocolate Eclair Bar,West,268,2.92,782.56,621.37,161.19,0.206,55+,Male
2025-07-31,Good Humor Chocolate Eclair Bar,West,159,2.92,464.28,368.65,95.63,0.206,55+,Female
2025-07-31,Good Humor Chocolate Eclair Bar,West,2,2.92,5.84,4.64,1.2,0.206,55+,Non-binary
2025-07-31,Good Humor Chocolate Eclair Bar,West,25,2.92,73.0,57.96,15.04,0.206,55+,Prefer not to say
2025-08-31,Good Humor Classic Bar,Northeast,1,2.61,2.61,2.07,0.54,0.2062,<18,Male
2025-08-31,Good Humor Classic Bar,Northeast,2,2.61,5.22,4.14,1.08,0.2062,<18,Female
2025-08-31,Good Humor Classic Bar,Northeast,33,2.61,86.13,68.37,17.76,0.2062,18-34,Male
2025-08-31,Good Humor Classic Bar,Northeast,84,2.61,219.24,174.04,45.2,0.2062,18-34,Female
2025-08-31,Good Humor Classic Bar,Northeast,12,2.61,31.32,24.86,6.46,0.2062,18-34,Non-binary
2025-08-31,Good Humor Classic Bar,Northeast,14,2.61,36.54,29.01,7.53,0.2062,18-34,Prefer not to say
2025-08-31,Good Humor Classic Bar,Northeast,16,2.61,41.76,33.15,8.61,0.2062,35-54,Male
2025-08-31,Good Humor Classic Bar,Northeast,42,2.61,109.62,87.02,22.6,0.2062,35-54,Female
2025-08-31,Good Humor Classic Bar,Northeast,6,2.61,15.66,12.43,3.23,0.2062,35-54,Non-binary
2025-08-31,Good Humor Classic Bar,Northeast,7,2.61,18.27,14.5,3.77,0.2062,35-54,Prefer not to say
2025-08-31,Good Humor Classic Bar,Northeast,193,2.61,503.73,399.88,103.85,0.2062,55+,Male
2025-08-31,Good Humor Classic Bar,Northeast,490,2.61,1278.9,1015.24,263.66,0.2062,55+,Female
2025-08-31,Good Humor Classic Bar,Northeast,72,2.61,187.92,149.18,38.74,0.2062,55+,Non-binary
2025-08-31,Good Humor Classic Bar,Northeast,83,2.61,216.63,171.97,44.66,0.2062,55+,Prefer not to say
2025-08-31,Good Humor Classic Bar,Midwest,8,2.04,16.32,11.5,4.82,0.2954,<18,Male
2025-08-31,Good Humor Classic Bar,Midwest,36,2.04,73.44,51.75,21.69,0.2954,<18,Female
